acc,precision,f1,auc,recall,specificity,tp,fp,fn,tn,Camadas descongeladas,Nº épocas
0.577,0.5784114052953157,0.7286722257857601,0.49218669977178764,0.9844020797227037,0.02127659574468085,568,414,9,9,3,20
