acc,precision,f1,auc,recall,specificity,tp,fp,fn,tn,Camadas descongeladas,Nº épocas
0.5701000840904219,0.5736931773307308,0.7222405693040301,0.6191654800411761,0.9745938952513298,0.026210664673590886,101694,75568,2651,2034,3,1
