acc,precision,f1,auc,recall,specificity,model,variant,input_mode,in_channels,image_size,epochs_requested,epochs_run,best_val_auc,threshold,threshold_metric,pretrained,last_n_blocks,warmup_epochs,use_weighted_sampler,use_class_weights,label_smoothing,learning_rate_classifier,learning_rate_backbone,augment
0.577,0.577,0.7317691819911224,0.5114987032461866,1.0,0.0,mobilenetv3_large,large,complex,2,224,2,2,0.4804107876258612,0.6619228720664978,accuracy,True,4,1,True,False,0.0,0.001,3e-05,True
