acc,precision,f1,auc,recall,specificity,tp,fp,fn,tn,Camadas descongeladas,Nº épocas
0.6685683193457436,0.6792482010874874,0.7345783615100552,0.7453290786307344,0.7997220758062198,0.49221669544599367,83447,39405,20898,38197,3,10
