acc,precision,f1,auc,recall,specificity,fourier,in_channels,image_size,epochs,best_val_auc,pretrained
0.521,0.6038135593220338,0.5433746425166825,0.5356904343408271,0.49393414211438474,0.557919621749409,phase,1,224,50,0.5940708631425543,google/vit-base-patch16-224
