acc,precision,f1,auc,recall,specificity,tp,fp,fn,tn,Camadas descongeladas,Nº épocas
0.6539541734680978,0.6528751597721446,0.7373234206947191,0.7397688924762658,0.8468637692270833,0.39456457307801346,88366,46983,15979,30619,3,20
