acc,precision,f1,auc,recall,specificity,fourier,in_channels,image_size,epochs,best_val_auc,pretrained
0.442,0.7878787878787878,0.08524590163934426,0.612973274170221,0.045060658578856154,0.983451536643026,concat_frequency,6,224,50,0.6083565182829889,google/vit-base-patch16-224
