acc,precision,f1,auc,recall,specificity,fourier,in_channels,image_size,epochs,best_val_auc,pretrained
0.498,0.6027397260273972,0.46709129511677283,0.5167410302739777,0.38128249566724437,0.6572104018912529,concat,4,224,50,0.5651807598039216,google/vit-base-patch16-224
