acc,precision,f1,auc,recall,specificity,fourier,in_channels,image_size,epochs,best_val_auc,pretrained
0.467,0.6833333333333333,0.23529411764705882,0.5893223693105695,0.14211438474870017,0.9101654846335697,frequency_3,1,224,50,0.6262109996025437,google/vit-base-patch16-224
